File Name,User,License,License Link,Usage
baby_crying_5.wav,reinsamba,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Demon_Baby_Cry 01 Mixdown 1.wav,n_audioman,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Caleb Angry1.wav,4187appaloosa,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
newborn baby crying,gumballworld,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Baby Crying on Chinese Flight,triadtravelogues,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Wave crying noise.wav,MikeyIsCute5,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
3-1 Baby crying.wav,viktorullri,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Baby Crying.wav,sjmac1962,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
BabyCrying2018.wav,Alexadiaz12,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
01-Baby_Crying_small-room.wav,poissonmort,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
crying baby merged.wav,bonehead,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
baby_birth_firstcries.wav,NoiseCollector,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
cryloopstretch.wav,NoiseCollector,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
babyboylaughing.wav,NoiseCollector,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
baby talk 19.wav,klankbeeld,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Hydepark05.wav,LG,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
baby coo.wav,klankbeeld,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
babys rattle 01.wav,klankbeeld,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
babys rattle 02.wav,klankbeeld,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
babys rattle 03.wav,klankbeeld,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
babys rattle 04.wav,klankbeeld,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
baby talk 23.wav,klankbeeld,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
baby talk 27.wav,klankbeeld,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
"Vauva, lapsi, nauraa / A babygirl, child, one year of age, laughing",YleArkisto,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Baby Laugh and snort.wav,Stevious42,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
"Vauva, nauru / A baby, babyboy, eight months of age, laughs overjoyed, interior",YleArkisto,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
[Requested] Producer Tag Slimzbaby,BlueSiren,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
"[Requested] SPR, Thank you Slimz",BlueSiren,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
baby_voice1.wav,reinsamba,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
baby_voice11.wav,reinsamba,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
baby_voice12.wav,reinsamba,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
baby_voice2.wav,reinsamba,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
baby_voice3.wav,reinsamba,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
baby_voice4.wav,reinsamba,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
baby_voice8.wav,reinsamba,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
baby_voice13.wav,reinsamba,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
baby_voice14.wav,reinsamba,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
baby_voice15.wav,reinsamba,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
2006-04-18 12_03_07.flac,mzinsser,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
rotary phone.wav,Godowan,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
bell2.wav,Godowan,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
bell 1.wav,Godowan,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
phone ringtone_bell.wav,lyndseymel,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
old phone ringtone Poland.wav,blukotek,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
notification1-freesound.wav,Thoribass,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
old telephone bell (british version).wav,FreqMan,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
ON A PHONE - early 2014,cabled_mess,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
tele_Ring.wav,KeeKee,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Bell phone ring.aif,303creative,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Western Electric Princess Telephone Ringing,scruss,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
old phone's bell.wav,blukotek,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
8746.wav,oldbunny,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Intro EQ1.wav,SkibkaMusic,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Intro SW2.wav,SkibkaMusic,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
1930AWAPhoneRinging.wav,TMos_Sound,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Omas Telefon 03.wav,MrOptimism,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Omas Telefon 02.wav,MrOptimism,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Omas Telefon 01.wav,MrOptimism,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
big_ben.wav,reinsamba,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
telephoneringremix.wav,guitarguy1985,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
intercom bell phone hang up.wav,martian,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
TimerComplete02.wav,aj_heels,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
TimerComplete01.wav,aj_heels,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Phone Bell Ringing,se2001,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
UK GPO telephone model 706 ring,odilonmarcenaro,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
four_dings.wav,joedeshon,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
bell.wav,mystiscool,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
telephone ring.wav,xyzr_kx,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
rotaryphone_2.aif,slumbermonkey,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
rocket report and scream.wav,cognito perceptu,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
russian_kids_kindergarten_playing_screaming_loud_ambience,gladkiy,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
High_Pitch_Chilling_Screams.wav,Brokenphono,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
funny kids 3,phantastonia,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
funny kids 5,phantastonia,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
funny kids 9 iiihhh,phantastonia,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Screaming Girl.aif,esmayorga,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
4 year old child screams in apartment sound effect,Garuda1982,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
4 year old child is screaming outside in the forest,Garuda1982,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
playground with children and adults voices sound effect,Garuda1982,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
playground.wav,gecop,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Dutch playground 210723 11AM 03.wav,klankbeeld,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Neighbors kids in the pool.wav,phantastonia,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Kids playing in schoolyard,tender_sounds,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Bienal.SP.08.Toboga.08.1.wav,rfhache,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Bienal.SP.08.Toboga.15.1.wav,rfhache,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Bienal.SP.08.Toboga.17.1.wav,rfhache,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Bienal.SP.08.Toboga.17.2.wav,rfhache,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
niños jugando parque las cigarras kids playing in the park.aif,guanescape,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
newyork (enhanced).wav,Bugradio,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
playground.wav,Qleq,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Kid Screaming for help!,Sgt.Dukenberry,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Longairoux nautical leisure base.wav,bruno.auzet,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Deep Exhales,montblanccandies,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Exhale,SoundsAreGr8,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
monster exhaling.wav,Tony01726,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Exhale.wav,theshuggie,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
20. Exalar.wav,poderarcano,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
01 - Exhale male - effort.wav,14GPanskaMuzatko_Matej,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
16-01 Dog_Exhalation.wav,14GPanskaZakopcanik_Jonas,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Girl Exhale.wav,thatkellytrna,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Girl exhaling.wav,Hawkeye_Sprout,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
blowing_smoke_3.wav,ivanmilic,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
4-bar Exhale Approaching.wav,theargosy,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
11-bar Exhale Silk Philharmonic.wav,theargosy,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
10-bar Exhale That's Just Swell.wav,theargosy,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
10-bar Exhale Deep.wav,theargosy,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
9-bar Exhale Skolas.wav,theargosy,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
8-bar Exhale Primal Call.wav,theargosy,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
exhaling.wav,leffrank,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
exhalingforcibly.wav,busymaxvictor,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Man Breathing Deep Breathe.wav,teekee77,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
ahh yoga_woman.wav,BJP09,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Horse Nicker 2.wav,GoodListener,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Horse Snort 2.wav,GoodListener,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Horse neigh,felix.blume,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Horse_whinnying_1.wav,Forpus_Prod,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
CowMoo HorsesNeight 170917_1223.wav,klankbeeld,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
G38-08-Horses Snorting.wav,craigsmith,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
G38-07-Horse Whinnies.wav,craigsmith,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
R12-55-Small Horse Whinnies.wav,craigsmith,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
R12-58-Several Horse Whinnies.wav,craigsmith,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
R12-60-Horses Snort and Vocalize.wav,craigsmith,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
R13-02-Scared Neighs.wav,craigsmith,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
R13-03-Horse Whinny Loop.wav,craigsmith,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
horse approach & sniff,miacx,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
horse neighs field 200717.wav,klankbeeld,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Horse_Snorting.wav,Mar.Sounds,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
"Quiet breeze with bird singing softly, insect noises, a horse neighs far sometimes recorded at the desert near Tres Bellotas road",felix.blume,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
S01-06_Excited horse whinny; strange squealing; some distortion.wav,craigsmith,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
S01-03_Foley horse gallops in with bridle jingle; dirt.wav,craigsmith,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
"S01-04_Int horse whinny, some distortion.wav",craigsmith,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
S01-05_One horse fast in on dirt & mill; breathing.wav,craigsmith,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Galopar de un caballo.wav,alexito116,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
20090501.horse.neigh.wav,dobroide,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Male Inhale scream 2,jorickhoofd,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Male Inhale scream 1,jorickhoofd,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Vaporizer Inhale.flac,qubodup,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Inhaling.flac,qubodup,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Inhale Exhale,qubodup,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
sniffing.wav,erikschenkel,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
pulling-bong.aiff,athenspublic,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Cigarette inhale.wav,kczub,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
ASTHMA INHALER.wav,beautifuldaymonster1968,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
inhale/exhale.wav,superEGsonic,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Long Breath Concentrated.aif,lsprice,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
breath.wav,UncleSigmund,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
8. Asthma inhaler.wav,btherad2000,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Inhale Screech,Dasgoat,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
breathy yawn.wav,ImLaxolotl,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Man inhale and exhale vape.wav,Jack_Freedom5712,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Vaporizer (inhaling).wav,vovere,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Inhaler  Puff 170427_1464.wav,megashroom,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Inhalacion.wav,Trancox,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
inhale,inseedee,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Inhaling something,pugaeme,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
"breathe in, breathe out",chestnutjam,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Breathing in through nose,eyenorth,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Inhale.wav,green3y3guy,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Breathing.wav,obooth3,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Deep Inhales and Exhales (Compilation),Sheyvan,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
FX_Spray_Medicine.wav,PeteBarry,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
asthmatic inhaler foley,lighteningjimmy88,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
LongInhale.wav,Joma86,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
VapeInhale.wav,Joma86,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Inhaler.wav,E-Copeland,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
inhale exhale.wav,jpjurilla,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Using My Inhaler.wav,GrantTheHierophant,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Inhaler.wav,nome_diva,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
"Inhaler, in use",0vrlndr,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Vaping Inhale.wav,Anrichcvs,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Breathing - nose inhale and exhale,Duisterwho,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
"Woman Exasperated Sigh, Breathe Out",monsterthing,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Asthma Inhaler - Shake and Used,MutilatorBCB,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
inhale.aif,cfork,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
inhale.aif,thanvannispen,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
smiech - laugh 01.wav,monosfera,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
laugh002_slow.ogg,insanity54,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Laugh 4 among themselves.wav,jayfrosting,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Laugh 1 pun dad joke.wav,jayfrosting,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
lachen 4 + 1mnl.wav,schroedel,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Laugh2,leszekstan,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Laugh1,leszekstan,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
laugh.wav,ShadowFlayer,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Evil Laugh,AntumDeluge,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
battle laugh.wav,dreamstobecome,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
allien (laughing),AtevonHes,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
R15-32-Man Laughing Heartily.wav,craigsmith,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
R16-04-Man Laughing.wav,craigsmith,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
R16-07-Woman Laughing and Group of Men Laughing.wav,craigsmith,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Wade Laughing.wav,Sumanguru Gyra Jones,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Laughing Man.flac,D.jones,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
"20 Year Old Boy, Laughing.flac",D.jones,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
woman_laughs_2.wav,C-V,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Manolo Laugh.ogg,kengiac,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Laugh2.ogg,kengiac,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Woman Laughing,waveletaudio,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Villain Laugh - Spooky,el_boss,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Spooky Laugh,el_boss,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
4 guys having a laugh.wav,tlabrant1,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Laughing.wav,B.Harkins,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
man laugh.wav,tadiyan,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
laughs3.wav,sagetyrtle,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
laugh_woman_4.wav,sagetyrtle,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
laugh5_woman.wav,sagetyrtle,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
05. Suspiro madre.wav,lemigoga,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Suspiro.wav,manimato2,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
sigh.wav,Kiyoshiakira,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
005-Suspiro_2.wav,salo_c_r_711,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
0019-Suspiro_3_1.wav,salo_c_r_711,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Suspiro Tristeza.wav,IanLyanx,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Suspiro Agitado.wav,IanLyanx,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
MendozaaSigh_mixdown.wav,alex6100,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Girl sigh of scare 02.wav,Hawkeye_Sprout,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
Girl sigh of surprise 02.wav,Hawkeye_Sprout,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
R15-54-Woman Out of Breath.wav,craigsmith,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Heavy Breath - 1.wav,SpaceJoe,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
Raspy Gasps and Sighs,alirabiei,Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/,"Original, Altered"
190304 Omolemo Makete Male Sigh.wav,OmolemoMakete,Attribution 3.0 Unported,http://creativecommons.org/licenses/by/3.0/,"Original, Altered"
Distant Sighs,Raining-0n-Satrn,CC0 1.0 Universal,http://creativecommons.org/publicdomain/zero/1.0/,"Original, Altered"
